Product_ID,Product type,Tax_DE,Product_name_DE,Code,Stock_DE,Product_description_DE,Showcase_Mixins,Grape_DE,Country_DE,Region_DE,Winery_DE,Vintage,Image_1,Image_2,Image_3,Image_4,Product_name_EN,Product_description_EN,Grape_EN,Country_EN,Region_EN,Winery_EN
5b73181a-49d1-4e2c-b90f-bd7e,BASIC,STANDARD_19,Amarone aus dem Valpolicella,2069-3871,4,"Dieser exzellente Amarone della Valpolicella Rotwein stammt aus der Region Veneto in Italien und wird von dem renommierten Weingut Tommasi hergestellt. Hergestellt aus den Rebsorten Corvina, Rondinella und Molinara, zeigt er eine tiefrote Farbe und ein komplexes Aroma von reifen Früchten, Gewürzen und Tabak. Am Gaumen ist er vollmundig und ausdrucksstark mit seidigen Tanninen und einem langen, intensiven Abgang. Ein perfekter Begleiter zu reichhaltigen Fleischgerichten oder Käseplatten.",https://res.cloudinary.com/saas-ag/raw/upload/schemata2/n11showcase/custom_product_attributes_n11_v3.json,Corvina/ Rondinelle / Molinara,Italien,Venetien,Tommasi,2016,f792a943-8cb1-46a6-ac7a-404070b9c162.png,01765d7d-91e7-434f-a8c8-9569b109df50.png,a732f289-24e1-41fc-99fb-b5e872ed85ea.png,4faaee2a-aedb-40e8-9ffc-f07c1365385b.png,Amarone of Valpolicella,"This excellent Amarone della Valpolicella red wine comes from the Veneto region in Italy and is produced by the renowned Tommasi winery. Made from the Corvina, Rondinella and Molinara grape varieties, it has a deep red colour and a complex aroma of ripe fruit, spices and tobacco. It is full-bodied and expressive on the palate with silky tannins and a long, intense finish. A perfect accompaniment to rich meat dishes or cheese platters.",Corvina/ Rondinella / Molinara,Italy,Veneto,Tommasi
059f13a7-29a1-47c2-b901-1d3a,BASIC,STANDARD_19,Grüner Silvaner,5223-7394,20,"Dieser erfrischende Grüne Silvaner stammt aus der fränkischen Region Deutschlands und wird von dem renommierten Weingut Fürst hergestellt. Mit einer hellen, strohgelben Farbe und einem zarten Aroma von Zitrusfrüchten und grünen Äpfeln, ist er ein idealer Wein für den Sommer. Am Gaumen ist er lebendig und frisch mit einer ausgewogenen Säure und einem angenehm langen Abgang. Ein perfekter Begleiter zu leichten Gerichten wie Salaten oder Fisch.",https://res.cloudinary.com/saas-ag/raw/upload/schemata2/n11showcase/custom_product_attributes_n11_v3.json,Grüner Silvaner,Deutschland,Franken,Fürst,2019,1e016736-996e-42ba-b23a-1152c908d8e6.png,7a6f26d0-613e-4f88-bbff-602fed13658f.png,4dd0989c-10da-437e-9108-717a579e4cf1.png,dcab19ed-edd0-4d5f-8cc2-0956ee2df305.png,Green Silvaner,"This refreshing Grüner Silvaner comes from the Franconian region of Germany and is produced by the renowned Fürst winery. With a light, straw-yellow colour and a delicate aroma of citrus fruits and green apples, it is an ideal wine for the summer. It is lively and fresh on the palate with a balanced acidity and a pleasantly long finish. A perfect accompaniment to light dishes such as salads or fish.",Green Silvaner,Germany,Franconia,Fürst
e719e0d3-cd63-4f01-b8a1-0710,BASIC,STANDARD_19,Montepulciano d'Abruzzo,3256-6078,7,"Montepulciano d'Abruzzo ist ein Rotwein aus Italien, genauer gesagt aus der Region Abruzzen. Der Montepulciano d'Abruzzo von Masciarelli aus dem Jahrgang 2018 präsentiert sich mit einer tiefdunklen Farbe und Aromen von reifen Früchten, wie Kirschen und Brombeeren, sowie Gewürzen und Lakritz. Am Gaumen ist er fruchtig und saftig, mit weichen Tanninen und einem langen, angenehmen Abgang. Dieser Wein passt hervorragend zu herzhaften Fleischgerichten und kräftigen Käsesorten.",https://res.cloudinary.com/saas-ag/raw/upload/schemata2/n11showcase/custom_product_attributes_n11_v3.json,Montepulciano,Italien,Abruzzen,Masciarelli,2018,e75262e7-ecb8-4b9e-92ea-1f581bf7d7b5.png,28aff530-0ec9-4a42-9fd7-28e0dfd53486.png,383a68ad-c6af-42c5-95dc-556630c5fe8a.png,f99d6eb1-fbc2-4f0f-badc-343bac6c99b1.png,Abruzzo Montepulciano,"Montepulciano d'Abruzzo is a red wine from Italy, more precisely from the Abruzzo region. Masciarelli's Montepulciano d'Abruzzo from the 2018 vintage has a deep, dark colour and aromas of ripe fruit, such as cherries and blackberries, as well as spices and liquorice. It is fruity and juicy on the palate, with soft tannins and a long, pleasant finish. This wine is an excellent accompaniment to savoury meat dishes and strong cheeses.",Montepulciano,Italy,Abruzzo,Masciarelli
6c1da68a-3c2f-4e85-8a14-fb6b,BASIC,STANDARD_19,Chablis,5966-6652,11,"Chablis ist ein Weißwein aus Frankreich, genauer gesagt aus der Region Burgund. Der Chablis von Domaine William Fèvre aus dem Jahrgang 2019 präsentiert sich mit einer hellen, blassgelben Farbe und einem frischen, fruchtigen Aroma von Zitrusfrüchten, grünen Äpfeln und mineralischen Noten. Am Gaumen ist er trocken, mit einer angenehmen Säure und einem langen, mineralischen Abgang. Dieser Wein passt hervorragend zu Meeresfrüchten, Fischgerichten und Salaten.",https://res.cloudinary.com/saas-ag/raw/upload/schemata2/n11showcase/custom_product_attributes_n11_v3.json,Chardonnay,Frankreich,Burgund,Domaine William Fèvre,2019,40532def-4e3b-4eb1-8922-ef8064d1b78c.png,9fd6f7dd-bd5c-459c-8e12-71385885aa33.png,6981dc4f-99c0-4f59-a9b5-c6052e536994.png,364ebe5a-0c12-4000-81ca-1e43a7b5769e.png,Chablis,"Chablis is a white wine from France, more precisely from the Burgundy region. The Chablis from Domaine William Fèvre from the 2019 vintage has a light, pale yellow colour and a fresh, fruity aroma of citrus fruits, green apples and mineral notes. It is dry on the palate, with a pleasant acidity and a long, mineral finish. This wine is an excellent accompaniment to seafood, fish dishes and salads.",Chardonnay,France,Burgundy,Domaine William Fèvre
1856c2b6-6175-435a-9faa-7ec9,BASIC,STANDARD_19,Rioja Reserva,4974-8189,8,"Rioja Reserva ist ein Rotwein aus Spanien, genauer gesagt aus der Region Rioja. Der Rioja Reserva von Marqués de Murrieta aus dem Jahrgang 2015 präsentiert sich mit einer tiefroten Farbe und einem komplexen Aroma von reifen Früchten, Gewürzen, Vanille und Toast. Am Gaumen ist er vollmundig und kraftvoll, mit gut integrierten Tanninen und einem langen, eleganten Abgang. Dieser Wein passt hervorragend zu kräftigen Fleischgerichten und gereiften Käsesorten.",https://res.cloudinary.com/saas-ag/raw/upload/schemata2/n11showcase/custom_product_attributes_n11_v3.json,Tempranillo,Spanien,Rioja,Marqués de Murrieta,2015,ad21d7e9-b6c8-4478-893b-b0da2315bb9f.png,b989ba9c-b6cc-44cd-9a17-59e1e5342f86.png,d4383197-d949-4ffe-bd8c-b3782883fd80.png,1f4d30c5-35a3-49aa-a82d-da71fbae6624.png,Rioja Reserva,"Rioja Reserva is a red wine from Spain, more precisely from the Rioja region. The Rioja Reserva from Marqués de Murrieta from the 2015 vintage has a deep red colour and a complex aroma of ripe fruit, spices, vanilla and toast. It is full-bodied and powerful on the palate, with well-integrated tannins and a long, elegant finish. This wine is an excellent accompaniment to strong meat dishes and mature cheeses.",Tempranillo,Spain,Rioja,Marqués de Murrieta
35f35690-aae5-45f1-9aa1-0f36,BASIC,STANDARD_19,Château Margaux,6017-7740,4,"Der Château Margaux 2015 ist ein erstklassiger Rotwein aus Frankreichs berühmter Bordeaux-Region. Dieser Wein ist eine ausgezeichnete Mischung aus Cabernet Sauvignon und Merlot und hat eine tiefe rubinrote Farbe. Der Geschmack ist unglaublich komplex mit Aromen von reifen Früchten und Gewürzen, begleitet von einem Hauch von Eiche. Im Abgang zeigt er eine perfekte Balance zwischen Säure, Tanninen und Frucht. Ein Wein, der sicherlich das Potential hat, zu reifen und sich weiterzuentwickeln.",https://res.cloudinary.com/saas-ag/raw/upload/schemata2/n11showcase/custom_product_attributes_n11_v3.json,Cabernet Sauvignon / Merlot,Frankreich,Bordeaux,Château Margaux,2015,ac194351-b158-43f6-b5dc-cbff411f4720.png,249c1ce9-63cb-4b00-86ba-938367416504.png,58e8892d-c081-4b37-a5bf-e49fe034cef7.png,d7618a12-edf7-4f5a-945b-e1e71cd91449.png,Château Margaux,"Château Margaux 2015 is a first-class red wine from France's famous Bordeaux region. This wine is an excellent blend of Cabernet Sauvignon and Merlot and has a deep ruby red color. The taste is incredibly complex with aromas of ripe fruit and spices, accompanied by a hint of oak. The finish shows a perfect balance between acidity, tannins and fruit. A wine that certainly has the potential to mature and develop further.",Cabernet Sauvignon / Merlot,France,Bordeaux,Château Margaux
67b8af42-6f2f-4d16-96a8-1555,BASIC,STANDARD_19,Grüner Veltliner Smaragd,8427-6245,16,"Der Grüner Veltliner Smaragd von Emmerich Knoll ist ein hervorragender Weißwein aus der Wachau-Region in Österreich. Die Trauben werden sorgfältig von Hand gelesen und dann schonend gepresst. Der Wein hat eine leuchtende goldene Farbe und ein intensives Aroma von reifen Früchten wie Pfirsich, Ananas und Zitrusfrüchten. Am Gaumen zeigt er eine erfrischende Säure und einen Hauch von Mineralien. Der Abgang ist langanhaltend und angenehm.",https://res.cloudinary.com/saas-ag/raw/upload/schemata2/n11showcase/custom_product_attributes_n11_v3.json,Grüner Veltliner,Österreich,Wachau,Emmerich Knoll,2020,314a0135-ce4c-49d9-ba4b-94cc02b2bda4.png,236d2349-cf18-4900-9ded-633c53ec235c.png,8b247077-9d3f-4a68-865b-7457455be16b.png,98773ad8-0088-4123-9a43-34e794b8bb9c.png,Green Veltliner Smaragd,"The Green Veltliner Smaragd from Emmerich Knoll is an outstanding white wine from the Wachau region in Austria. The grapes are carefully harvested by hand and then gently pressed. The wine has a bright golden color and an intense aroma of ripe fruit such as peach, pineapple and citrus. On the palate, it has a refreshing acidity and a hint of minerals. The finish is long-lasting and pleasant.",Green Veltliner,Austria,Wachau,Emmerich Knoll
8191a438-4c4f-4d61-95e2-8ab0,BASIC,STANDARD_19,Brunello di Montalcino,5881-5796,19,"Der Brunello di Montalcino von Poggio di Sotto ist ein exzellenter Rotwein aus der Toskana in Italien. Dieser Wein besteht aus 100% Sangiovese-Trauben und hat eine tiefe rubinrote Farbe. Das Aroma ist komplex mit Noten von Kirschen, Beeren, Gewürzen und einem Hauch von Tabak und Leder. Am Gaumen ist der Wein vollmundig und strukturiert mit reifen Tanninen und einer perfekten Balance zwischen Säure und Frucht. Der Abgang ist langanhaltend und elegant. Ein Wein, der das Potenzial hat, sich im Laufe der Zeit zu entwickeln.",https://res.cloudinary.com/saas-ag/raw/upload/schemata2/n11showcase/custom_product_attributes_n11_v3.json,Sangiovese,Italien,Toskana,Poggio di Sotto,2016,4ad22850-91db-4180-9f49-1b9e0fe75249.png,4301cd40-eb0b-4386-8487-e3f81819490e.png,ff3e3f84-4dca-417c-b6f8-98ce62aa0f15.png,cebd975d-9991-48b4-ad64-cb126cca57cf.png,Brunello of Montalcino,"The Brunello di Montalcino from Poggio di Sotto is an excellent red wine from Tuscany in Italy. This wine is made from 100% Sangiovese grapes and has a deep ruby red color. The aroma is complex with notes of cherries, berries, spices and a hint of tobacco and leather. On the palate, the wine is full-bodied and structured with ripe tannins and a perfect balance between acidity and fruit. The finish is long-lasting and elegant. A wine that has the potential to develop over time.",Sangiovese,Italy,Tuscany,Poggio di Sotto
7e2cdd11-c3aa-4b0c-a1ee-72b8,BASIC,STANDARD_19,Château d'Yquem,5341-3815,3,"Der Château d'Yquem Weißwein ist ein edler Tropfen aus dem Bordeaux, Frankreich. Der Wein wird aus einer Kombination der Rebsorten Sémillon und Sauvignon Blanc hergestellt und zeichnet sich durch seine feine Aromenvielfalt aus. Der Jahrgang 2017 besticht durch seine frische Säure und eine ausgewogene Süße. Der Wein wird von Château d'Yquem produziert, einem der bekanntesten Weingüter weltweit. Der Preis für eine Flasche beträgt 250 Euro.",https://res.cloudinary.com/saas-ag/raw/upload/schemata2/n11showcase/custom_product_attributes_n11_v3.json,Sémillon / Sauvignon Weiß,Frankreich,Bordeaux,Château d'Yquem,2017,b23120f2-9ee9-43d4-93a3-d2b9367763d1.png,a8e52eee-60f6-408d-8631-6d6c439c648b.png,068937e6-1541-458c-a8c3-c3f8cee762b3.png,05c43ca1-8c7d-4a75-86de-b2d86da4619c.png,Château d'Yquem,"The Château d'Yquem white wine is a fine wine from Bordeaux, France. The wine is made from a combination of the Sémillon and Sauvignon Blanc grape varieties and is characterized by its fine variety of aromas. The 2017 vintage impresses with its fresh acidity and balanced sweetness. The wine is produced by Château d'Yquem, one of the world's best-known wine estates. The price for a bottle is 250 euros.",Sémillon / Sauvignon Blanc,France,Bordeaux,Château d'Yquem
8cbb7280-fb5d-47e1-99cc-08d5,BASIC,STANDARD_19,Beaujolais Villages,9458-9185,15,"Der Beaujolais Villages Rotwein stammt aus dem Beaujolais in Frankreich und wird aus der Gamay-Traube gewonnen. Der Jahrgang 2020 bietet einen fruchtigen und unkomplizierten Wein, der durch seine leichte Trinkbarkeit besticht. Der Wein wird von Domaine Chignard produziert, einem renommierten Weingut im Beaujolais. Der Preis für eine Flasche beträgt 20 Euro.",https://res.cloudinary.com/saas-ag/raw/upload/schemata2/n11showcase/custom_product_attributes_n11_v3.json,Gamay,Frankreich,Beaujolais,Domaine Chignard,2020,f4981dc9-4633-4073-8642-2bd4aff85b51.png,d85da283-7ba0-4fd5-995d-d22db85fb495.png,08566e8d-fd9d-4359-b29a-ca449d7f9004.png,a20004bc-2e59-4ba1-bbbf-234b27b5d982.png,Beaujolais Villages,"The Beaujolais Villages red wine comes from the Beaujolais region in France and is made from the Gamay grape. The 2020 vintage offers a fruity and uncomplicated wine that impresses with its easy drinkability. The wine is produced by Domaine Chignard, a renowned winery in Beaujolais. The price for a bottle is 20 euros.",Gamay,France,Beaujolais,Domaine Chignard
f2b2c5e5-7555-4aa5-9db5-5e5d,BASIC,STANDARD_19,Weißer Burgunder,7888-6633,11,Der Pinot Bianco Weißwein stammt aus der italienischen Region Alto Adige und wird vom Weingut Tramin produziert. Der Wein wird aus der Pinot Blanc Traube gewonnen und besticht durch seine frische Säure und sein ausgewogenes Aroma von Zitrusfrüchten und Äpfeln. Der Jahrgang 2020 bietet einen frischen und leicht trinkbaren Wein. Der Preis für eine Flasche beträgt 18 Euro.,https://res.cloudinary.com/saas-ag/raw/upload/schemata2/n11showcase/custom_product_attributes_n11_v3.json,Pinot Weiß,Italien,Alto Adige,Tramin,2020,8faa3966-601d-4cc6-9196-a4728ce2233a.png,abd39abc-c3b4-4f1f-b0c1-a019876a16df.png,f971279f-92dd-4412-9c16-fb4819f6967c.png,c4181e19-0cd1-4777-930b-1353b6721779.png,White Pinot,The Pinot Bianco white wine comes from the Italian region of Alto Adige and is produced by the Tramin winery. The wine is made from the Pinot Blanc grape and impresses with its fresh acidity and balanced aroma of citrus fruits and apples. The 2020 vintage offers a fresh and easy-to-drink wine. The price for a bottle is 18 euros.,Pinot Blanc,Italy,Alto Adige,Tramin
1d5540c5-2e35-46c3-af97-227a,BASIC,STANDARD_19,Amarone della Valpolicella Riserva,2157-7399,2,"Amarone della Valpolicella Riserva ist ein italienischer Rotwein aus dem Veneto-Gebiet, der aus den Rebsorten Corvina, Rondinella und Molinara hergestellt wird. Dieser hochwertige Wein stammt vom renommierten Weingut Bertani und wurde im Jahr 2013 vinifiziert. Mit seiner tiefen rubinroten Farbe und seinem intensiven Bouquet von dunklen Früchten, Gewürzen und Schokolade verführt er die Nase. Am Gaumen zeigt er eine außergewöhnliche Dichte und Komplexität, die von reifen Tanninen und einem Hauch von Vanille und Kaffee begleitet wird. Dieser Wein ist ein idealer Begleiter zu kräftigen Fleischgerichten oder gereiftem Käse.",https://res.cloudinary.com/saas-ag/raw/upload/schemata2/n11showcase/custom_product_attributes_n11_v3.json,Corvina / Rondinella/ Molinara,Italien,Venetien,Bertani,2013,4cd4e1ca-e90d-47d1-9a79-8ead318c5148.png,f65850d6-8254-4bfc-8852-f83d62644111.png,4b6ff9c8-cb00-43c7-b464-86c29db8f9f3.png,5fc1faa9-900a-4dcb-8282-04eb767c7ae9.png,Amarone della Valpolicella Riserva,"Amarone della Valpolicella Riserva is an Italian red wine from the Veneto region, made from the Corvina, Rondinella and Molinara grape varieties. This high-quality wine comes from the renowned Bertani winery and was vinified in 2013. With its deep ruby red color and intense bouquet of dark fruits, spices and chocolate, it seduces the nose. On the palate, it shows exceptional density and complexity, accompanied by ripe tannins and a hint of vanilla and coffee. This wine is an ideal accompaniment to strong meat dishes or mature cheese.",Corvina / Rondinella / Molinara,Italy,Veneto,Bertani
9510dbbb-5697-40f4-8e13-e96d,BASIC,STANDARD_19,Riesling Spätlese,7125-6993,18,"Der Riesling Spätlese von Toni Jost ist ein deutscher Weißwein aus dem Mittelrhein-Gebiet, der im Jahr 2020 vinifiziert wurde. Der Wein hat eine hellgoldene Farbe und ein intensives Bouquet von Pfirsich, Apfel und Zitrusfrüchten. Am Gaumen zeigt er eine lebhafte Säure und eine leichte Restsüße, die perfekt miteinander harmonieren. Dieser elegante Riesling hat eine lange und frische Abgang, der mit seiner Mineralität beeindruckt. Dieser Wein passt gut zu asiatischen Gerichten, scharfem Essen oder frischen Salaten.",https://res.cloudinary.com/saas-ag/raw/upload/schemata2/n11showcase/custom_product_attributes_n11_v3.json,Riesling,Deutschland,Mittelrhein,Toni Jost,2020,f3966b89-017a-4519-9338-4cbcbca2d45b.png,e0a6f890-d0f4-4a1f-a285-7b9983f8cdec.png,d5dab8c4-684b-49ad-90d2-7acd931b4523.png,6f7a7417-0f65-4fe5-9825-5117223f6fc4.png,Riesling late harvest,"The Riesling Spätlese from Toni Jost is a German white wine from the Middle Rhine region that was vinified in 2020. The wine has a light golden color and an intense bouquet of peach, apple and citrus fruits. On the palate, it has a lively acidity and a slight residual sweetness that harmonize perfectly with each other. This elegant Riesling has a long and fresh finish that impresses with its minerality. This wine goes well with Asian dishes, spicy food or fresh salads.",Riesling,Germany,Middle Rhine,Toni Jost
86ddfb3d-0dcb-4f93-8b87-cf1a,BASIC,STANDARD_19,Bordeaux Supérieur,8394-2922,20,"Bordeaux Supérieur ist ein französischer Rotwein aus dem Bordeaux-Gebiet, der aus den Rebsorten Cabernet Sauvignon und Merlot hergestellt wird. Dieser Wein stammt vom Château Haut-Sarpe und wurde im Jahr 2018 vinifiziert. Mit seiner tiefen rubinroten Farbe und seinem Bouquet von roten Früchten, Vanille und Gewürzen verführt er die Nase. Am Gaumen zeigt er eine gute Struktur und eine angenehme Tanninstruktur, die von einer feinen Säure begleitet wird. Dieser Wein passt gut zu gegrilltem Fleisch oder würzigem Käse.",https://res.cloudinary.com/saas-ag/raw/upload/schemata2/n11showcase/custom_product_attributes_n11_v3.json,Cabernet Sauvignon / Merlot,Frankreich,Bordeaux,Château Haut-Sarpe,2018,85990be5-2803-4eaa-bb5c-7548bb7b6395.png,ffda4e72-b5c4-416e-bfa9-331a1ad4420b.png,e4b7ed5b-a8f6-4dbb-b612-0882d44b51dd.png,b0b067b3-060b-489f-93da-a5678f6d4dbf.png,Bordeaux Supérieur,"Bordeaux Supérieur is a French red wine from the Bordeaux region, made from the Cabernet Sauvignon and Merlot grape varieties. This wine comes from Château Haut-Sarpe and was vinified in 2018. With its deep ruby red color and its bouquet of red fruits, vanilla and spices, it seduces the nose. On the palate, it has a good structure and a pleasant tannin structure accompanied by a fine acidity. This wine goes well with grilled meat or spicy cheese.",Cabernet Sauvignon / Merlot,France,Bordeaux,Château Haut-Sarpe
7ee117c6-9d1d-4d1e-babe-e0dc,BASIC,STANDARD_19,Pinot Noir Rosé,2792-4624,9,Dieser Roséwein aus Frankreichs Loire-Tal wird aus der Pinot Noir Traube hergestellt. Der Domaine de la Pépière 2020 hat eine leuchtende rosa Farbe und ein delikates Aroma von roten Früchten wie Erdbeeren und Himbeeren. Am Gaumen ist er frisch und fruchtig mit einem leichten Körper und einem angenehmen Abgang. Er eignet sich ideal als Aperitif oder Begleiter zu leichten Gerichten wie Salaten und Meeresfrüchten. Der Preis beträgt 15 Euro.,https://res.cloudinary.com/saas-ag/raw/upload/schemata2/n11showcase/custom_product_attributes_n11_v3.json,Pinot Noir,Frankreich,Loire,Domaine de la Pépière,2020,c84340e1-6134-449b-a9ce-371ca1d9b204.png,118264ab-f14e-4c9b-8d0c-9e33cac70885.png,653f3e52-8b99-4632-a221-6314fe86bf81.png,4858b48a-daa0-4ede-a310-9241f3b4fbcf.png,Pinot Noir Rosé,This rosé wine from France's Loire Valley is made from the Pinot Noir grape. The Domaine de la Pépière 2020 has a bright pink color and a delicate aroma of red fruits such as strawberries and raspberries. It is fresh and fruity on the palate with a light body and a pleasant finish. It is ideal as an aperitif or as an accompaniment to light dishes such as salads and seafood. The price is 15 euros.,Pinot Noir,France,Loire,Domaine de la Pépière
84e026a3-b0a9-4df1-b246-65d4,BASIC,STANDARD_19,Barbaresco,3955-7375,1,"Dieser Rotwein aus dem italienischen Piemont wird aus der Nebbiolo Traube hergestellt und stammt aus dem renommierten Weingut Gaja. Der Jahrgang 2017 zeigt eine tiefe rubinrote Farbe und ein komplexes Aroma von roten Früchten, Gewürzen und einer leichten Note von Eichenholz. Am Gaumen ist er vollmundig und elegant mit einer ausgewogenen Säure und Tanninen. Dieser Wein passt ideal zu gereiftem Käse, rotem Fleisch und Wildgerichten. Der Preis beträgt 110 Euro.",https://res.cloudinary.com/saas-ag/raw/upload/schemata2/n11showcase/custom_product_attributes_n11_v3.json,Nebbiolo,Italien,Piemont,Gaja,2017,834ad83a-a9b3-48d1-990a-7a0b2a92a5ee.png,db588b63-f9c7-4558-b79d-0b5bbd2212b2.png,b0a4413b-f061-413d-9961-b2258c425689.png,58f72a7d-a8cc-43bf-91a2-8f0c06901c47.png,Barbaresco,"This red wine from the Italian region of Piedmont is made from the Nebbiolo grape and comes from the renowned Gaja winery. The 2017 vintage has a deep ruby red color and a complex aroma of red fruits, spices and a slight hint of oak. On the palate, it is full-bodied and elegant with balanced acidity and tannins. This wine is ideal with mature cheese, red meat and game dishes. The price is 110 euros.",Nebbiolo,Italy,Piedmont,Gaja
0197fa36-b965-4fb7-9ec9-0f42,BASIC,STANDARD_19,Soave Klassisch,5995-6680,17,"Dieser Weißwein aus Italiens Soave Gebiet wird aus der Garganega Traube hergestellt und stammt vom Weingut Pieropan. Der Jahrgang 2020 zeigt eine helle strohgelbe Farbe und ein fruchtiges Aroma von Zitrusfrüchten und Pfirsichen. Am Gaumen ist er frisch und harmonisch mit einer leichten mineralischen Note und einem langen Abgang. Er eignet sich ideal als Aperitif oder Begleiter zu leichten Gerichten wie Fisch, Meeresfrüchten und Gemüse. Der Preis beträgt 20 Euro.",https://res.cloudinary.com/saas-ag/raw/upload/schemata2/n11showcase/custom_product_attributes_n11_v3.json,Garganega,Italien,Soave,Pieropan,2020,dd1e34e4-ecd7-4bef-8c75-b8d22624b82c.png,aaa215ab-8e1c-4989-820f-2ab3e2857356.png,fb1b5c17-1498-4de7-87f6-6d7de10305c6.png,7b6de5b4-cc4f-4ed2-892c-d9fe06e265d8.png,Soave Classic,"This white wine from Italy's Soave region is made from the Garganega grape and comes from the Pieropan winery. The 2020 vintage has a light straw-yellow color and a fruity aroma of citrus fruits and peaches. It is fresh and harmonious on the palate with a light mineral note and a long finish. It is ideal as an aperitif or as an accompaniment to light dishes such as fish, seafood and vegetables. The price is 20 euros.",Garganega,Italy,Soave,Pieropan
83dbf80d-8d92-40dc-b7d2-9ebe,BASIC,STANDARD_19,Chardonnay,4650-1216,7,"Dieser Weißwein stammt aus dem sonnigen Kalifornien und wird von Kistler Vineyards hergestellt. Der Chardonnay-Jahrgang von 2018 hat eine goldene Farbe und ist bekannt für seinen reichen Geschmack von Äpfeln, Zitrusfrüchten und Vanille, der von der Eichenfasslagerung herrührt. Er hat eine harmonische Säure und einen langen Abgang. Genießen Sie diesen Chardonnay zu Gerichten mit Fisch, hellem Fleisch oder Salaten. Der Preis für eine Flasche beträgt 75 Euro.",https://res.cloudinary.com/saas-ag/raw/upload/schemata2/n11showcase/custom_product_attributes_n11_v3.json,Chardonnay,USA,Kalifornien,Kistler Weingärten,2018,59e99670-34f1-4f5d-a07a-0f58d408e3a0.png,e1857def-6d11-40ed-bf7d-d59793b827bc.png,80f5af4c-374b-43dc-a203-7d8df10eefc7.png,5de3bd3c-1e60-4eb6-8bb6-7ac0d87150a4.png,Chardonnay,"This white wine comes from sunny California and is produced by Kistler Vineyards. The 2018 Chardonnay vintage has a golden color and is known for its rich flavor of apples, citrus and vanilla, which comes from oak barrel aging. It has a harmonious acidity and a long finish. Enjoy this Chardonnay with fish dishes, white meat or salads. The price for a bottle is 75 euros.",Chardonnay,USA,California,Kistler Vineyards
6fb9b85c-b19d-4ce3-a482-6b57,BASIC,STANDARD_19,Côte-Rôtie,4555-1007,19,"Ein Rotwein aus der berühmten Weinregion Côte-Rôtie im Rhône-Tal in Frankreich. Der Jahrgang 2016 stammt von Domaine Jamet und besteht aus der Rebsorte Syrah. Die Farbe des Weins ist tiefrot und das Bouquet besteht aus würzigen Aromen von Pfeffer, schwarzen Johannisbeeren und Oliven. Der Geschmack ist vollmundig und gut strukturiert, mit eleganten Tanninen und einem langen Abgang. Dieser Rotwein passt perfekt zu Gerichten mit rotem Fleisch oder Wild. Der Preis für eine Flasche beträgt 80 Euro.",https://res.cloudinary.com/saas-ag/raw/upload/schemata2/n11showcase/custom_product_attributes_n11_v3.json,Syrah,Frankreich,Rhone,Domaine Jamet,2016,13fbde5c-4694-490b-9576-6ba2965a656a.png,4858809a-7e76-4bf2-8e92-b20dfcb8703e.png,9a1dd2d2-86f9-4cc1-a425-0be50d9665b6.png,d8641f32-0e28-46a2-a30a-9c1725565081.png,Côte-Rôtie,"A red wine from the famous Côte-Rôtie wine region in the Rhône Valley in France. The 2016 vintage comes from Domaine Jamet and is made from the Syrah grape variety. The color of the wine is deep red and the bouquet consists of spicy aromas of pepper, blackcurrants and olives. The taste is full-bodied and well-structured, with elegant tannins and a long finish. This red wine goes perfectly with red meat dishes or game. The price for a bottle is 80 euros.",Syrah,France,Rhône,Domaine Jamet
95cfa679-968c-43ee-8a53-763d,BASIC,STANDARD_19,Chenin Weiß,2203-6460,20,"Ein Weißwein aus Südafrika, der von Sadie Family Wines hergestellt wird. Der Jahrgang 2020 besteht aus 100% Chenin Blanc-Trauben und stammt aus der Weinregion Swartland. Der Wein hat eine helle goldene Farbe und ein Aroma von reifen Äpfeln, Honig und Blüten. Der Geschmack ist frisch und fruchtig mit einer lebendigen Säure und einem angenehmen Abgang. Dieser Wein passt hervorragend zu würzigen Gerichten, aber auch zu leichteren Gerichten wie Fisch oder Salaten. Der Preis für eine Flasche beträgt 30 Euro.",https://res.cloudinary.com/saas-ag/raw/upload/schemata2/n11showcase/custom_product_attributes_n11_v3.json,Chenin Weiß,Südafrika,Swartland,Sadie Familienweine,2020,95816534-13ff-47b0-9213-bfc4bae4fd95.png,ae61de0f-d06e-4a9d-9eaa-32d5048e864c.png,b68116a8-af1e-4ce2-876e-2773bc3eadf0.png,bbcfa5e6-5078-4ba0-b93e-60ff04037f05.png,Chenin White,"A white wine from South Africa produced by Sadie Family Wines. The 2020 vintage is made from 100% Chenin Blanc grapes and comes from the Swartland wine region. The wine has a light golden color and an aroma of ripe apples, honey and flowers. The taste is fresh and fruity with a lively acidity and a pleasant finish. This wine goes perfectly with spicy dishes, but also with lighter dishes such as fish or salads. The price for a bottle is 30 euros.",Chenin Blanc,South Africa,Swartland,Sadie Family Wines
